"ASSESSMENT_UNIT_ID","PARAM_NAME","ACTION_ID","ACTION_TYPE","OWRD_Basin"
"OR_SR_1705020106_05_102793","DISSOLVED OXYGEN",10791,"TMDL","Powder"
"OR_SR_1705020106_05_102793","TEMPERATURE",10007,"TMDL","Powder"
"OR_WS_170502020302_05_103124","DISSOLVED OXYGEN",39782,"TMDL","Powder"
"OR_WS_170502020806_05_103147","DISSOLVED OXYGEN",39782,"TMDL","Powder"
"OR_EB_1710031008_01_100280","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_LK_1710030703_02_100244","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_LK_1710030708_02_100250","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_LK_1710030801_02_100257","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_LK_1710030801_02_100257","PH",33829,"TMDL","Rogue"
"OR_LK_1710030801_02_100257","PH",2035,"TMDL","Rogue"
"OR_SR_1710030707_04_105507","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710030708_02_105509","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710030708_02_105510","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710030708_02_105511","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710030708_02_105514","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710030708_02_105521","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710030708_02_105522","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710030801_02_105532","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105532","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105532","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105532","PH",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105532","PH",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105534","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105534","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105534","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105534","PH",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105534","PH",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105536","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105536","PH",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105536","PH",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105538","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105538","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105538","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105538","PH",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105538","PH",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105544","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105544","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105544","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105544","PH",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105544","PH",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105545","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105545","PH",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105545","PH",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105548","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105548","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105548","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105548","PH",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105548","PH",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105550","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105550","PH",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105550","PH",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105823","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_SR_1710030801_02_105823","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_SR_1710030801_02_105823","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_SR_1710030801_05_105552","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_SR_1710030801_05_105552","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_SR_1710030801_05_105552","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_SR_1710030801_05_105552","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710030801_05_105552","PH",33829,"TMDL","Rogue"
"OR_SR_1710030801_05_105552","PH",2035,"TMDL","Rogue"
"OR_SR_1710030802_04_105816","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710030803_02_105795","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710030804_04_106341","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710031002_04_104794","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710031003_02_104796","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710031004_04_104821","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710031006_04_104637","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710031007_02_104640","TEMPERATURE",2258,"TMDL","Rogue"
"OR_SR_1710031008_04_104646","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710031103_02_104827","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710031104_02_104832","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1710031106_02_104840","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_WS_171003070807_02_105753","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_WS_171003070809_02_105755","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_WS_171003070812_02_105758","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_WS_171003070812_02_105758","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_WS_171003070812_02_105758","PH",33829,"TMDL","Rogue"
"OR_WS_171003080102_02_105760","AMMONIA",42375,"TMDL","Rogue"
"OR_WS_171003080102_02_105760","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_WS_171003080102_02_105760","DISSOLVED OXYGEN",42375,"TMDL","Rogue"
"OR_WS_171003080102_02_105760","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_WS_171003080102_02_105760","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_WS_171003080102_02_105760","PH",33829,"TMDL","Rogue"
"OR_WS_171003080102_02_105760","PH",42375,"TMDL","Rogue"
"OR_WS_171003080102_02_105760","PH",2035,"TMDL","Rogue"
"OR_WS_171003080104_02_105762","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_WS_171003080104_02_105762","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_WS_171003080104_02_105762","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_WS_171003080104_02_105762","PH",33829,"TMDL","Rogue"
"OR_WS_171003080104_02_105762","PH",2035,"TMDL","Rogue"
"OR_WS_171003080105_02_105763","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_WS_171003080105_02_105763","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_WS_171003080105_02_105763","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_WS_171003080105_02_105763","PH",33829,"TMDL","Rogue"
"OR_WS_171003080105_02_105763","PH",2035,"TMDL","Rogue"
"OR_WS_171003080107_02_105765","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_WS_171003080107_02_105765","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_WS_171003080107_02_105765","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_WS_171003080107_02_105765","PH",33829,"TMDL","Rogue"
"OR_WS_171003080107_02_105765","PH",2035,"TMDL","Rogue"
"OR_WS_171003080109_02_105767","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_WS_171003080109_02_105767","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_WS_171003080109_02_105767","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_WS_171003080109_02_105767","PH",33829,"TMDL","Rogue"
"OR_WS_171003080109_02_105767","PH",2035,"TMDL","Rogue"
"OR_WS_171003080110_02_105768","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_WS_171003080110_02_105768","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_WS_171003080110_02_105768","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_WS_171003080110_02_105768","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_WS_171003080110_02_105768","PH",33829,"TMDL","Rogue"
"OR_WS_171003080110_02_105768","PH",2035,"TMDL","Rogue"
"OR_WS_171003080111_02_105769","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_WS_171003080111_02_105769","PH",33829,"TMDL","Rogue"
"OR_WS_171003080111_02_105769","PH",2035,"TMDL","Rogue"
"OR_WS_171003080112_02_105770","DISSOLVED OXYGEN",33829,"TMDL","Rogue"
"OR_WS_171003080112_02_105770","DISSOLVED OXYGEN",2035,"TMDL","Rogue"
"OR_WS_171003080112_02_105770","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_WS_171003080112_02_105770","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_WS_171003080112_02_105770","PH",33829,"TMDL","Rogue"
"OR_WS_171003080112_02_105770","PH",2035,"TMDL","Rogue"
"OR_WS_171003080202_02_105815","ESCHERICHIA COLI (E. COLI)",33829,"TMDL","Rogue"
"OR_WS_171003080202_02_105815","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_WS_171003080202_02_105815","PH",33829,"TMDL","Rogue"
"OR_WS_171003080202_02_105815","PH",2035,"TMDL","Rogue"
"OR_WS_171003100602_02_104676","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_WS_171003100803_02_104698","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_WS_171003110202_02_104881","TEMPERATURE",2034,"TMDL","Rogue"
"OR_WS_171003110404_02_104885","ESCHERICHIA COLI (E. COLI)",35887,"TMDL","Rogue"
"OR_SR_1708000102_02_103601","ESCHERICHIA COLI (E. COLI)",11395,"TMDL","Sandy"
"OR_SR_1708000107_02_103612","ESCHERICHIA COLI (E. COLI)",11395,"TMDL","Sandy"
"OR_SR_1708000107_02_103616","ESCHERICHIA COLI (E. COLI)",11395,"TMDL","Sandy"
"OR_SR_1708000108_88_100671","ESCHERICHIA COLI (E. COLI)",11395,"TMDL","Columbia River"
"OR_SR_1708000108_88_100671","ESCHERICHIA COLI (E. COLI)",11395,"TMDL","Sandy"
"OR_WS_170800010202_02_103638","ESCHERICHIA COLI (E. COLI)",11395,"TMDL","Sandy"
"OR_WS_170800010703_02_103703","ESCHERICHIA COLI (E. COLI)",11395,"TMDL","Sandy"
"OR_EB_1710030404_01_100286","CHLOROPHYLL-A",33639,"TMDL","South Coast"
"OR_EB_1710030505_01_100284","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_EB_1710030505_01_107209","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_LK_1710030404_02_100222","CHLOROPHYLL-A",33639,"TMDL","South Coast"
"OR_LK_1710030404_02_100224","CHLOROPHYLL-A",33639,"TMDL","South Coast"
"OR_SR_1710030404_02_105019","CHLOROPHYLL-A",33639,"TMDL","South Coast"
"OR_SR_1710030501_02_104959","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_SR_1710030501_02_105238","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_SR_1710030501_02_105240","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_SR_1710030502_02_104609","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_SR_1710030502_02_104611","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_SR_1710030502_02_104970","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_SR_1710030502_02_104973","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_SR_1710030502_02_104974","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_SR_1710030502_02_106300","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_SR_1710030502_02_106302","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_SR_1710030504_02_104981","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_SR_1710030505_02_104992","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_WS_171003050101_02_105309","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_WS_171003050101_02_105309","DISSOLVED OXYGEN",30358,"TMDL","South Coast"
"OR_WS_171003050502_02_105007","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_WS_171003050506_02_105023","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_WS_171003060107_02_106317","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_WS_171003060201_02_104670","DISSOLVED OXYGEN",329,"TMDL","South Coast"
"OR_LK_1707010304_02_100009","AMMONIA",1362,"TMDL","Umatilla"
"OR_LK_1707010304_02_100009","PH",1362,"TMDL","Umatilla"
"OR_LK_1707010312_02_100011","AMMONIA",1362,"TMDL","Umatilla"
"OR_LK_1707010312_02_100011","PH",1362,"TMDL","Umatilla"
"OR_SR_1707010301_02_101469","AMMONIA",1362,"TMDL","Umatilla"
"OR_SR_1707010301_02_101469","PH",1362,"TMDL","Umatilla"
"OR_SR_1707010301_02_101469","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_SR_1707010301_02_101470","AMMONIA",1362,"TMDL","Umatilla"
"OR_SR_1707010301_02_101470","PH",1362,"TMDL","Umatilla"
"OR_SR_1707010301_02_101470","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_SR_1707010302_02_101475","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_SR_1707010302_02_101478","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_SR_1707010303_02_101479","AMMONIA",1362,"TMDL","Umatilla"
"OR_SR_1707010303_02_101479","PH",1362,"TMDL","Umatilla"
"OR_SR_1707010303_02_101479","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_SR_1707010304_02_102606","AMMONIA",1362,"TMDL","Umatilla"
"OR_SR_1707010304_02_102606","PH",1362,"TMDL","Umatilla"
"OR_SR_1707010305_02_101480","AMMONIA",1362,"TMDL","Umatilla"
"OR_SR_1707010305_02_101480","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_SR_1707010306_02_101481","AMMONIA",1362,"TMDL","Umatilla"
"OR_SR_1707010306_02_101481","PH",1362,"TMDL","Umatilla"
"OR_SR_1707010306_02_101481","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_SR_1707010306_02_101483","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_SR_1707010306_02_101484","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_SR_1707010307_02_102616","AMMONIA",1362,"TMDL","Umatilla"
"OR_SR_1707010307_02_102616","PH",1362,"TMDL","Umatilla"
"OR_SR_1707010307_02_102616","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_SR_1707010310_02_101488","PH",1362,"TMDL","Umatilla"
"OR_SR_1707010313_02_101492","AMMONIA",1362,"TMDL","Umatilla"
"OR_SR_1707010313_02_101492","PH",1362,"TMDL","Umatilla"
"OR_SR_1707010313_02_101492","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_SR_1707010401_02_102604","ESCHERICHIA COLI (E. COLI)",32071,"TMDL","Umatilla"
"OR_SR_1707010401_02_102604","PH",32071,"TMDL","Umatilla"
"OR_SR_1707010401_02_102605","ESCHERICHIA COLI (E. COLI)",32071,"TMDL","Umatilla"
"OR_SR_1707010401_02_102605","PH",32071,"TMDL","Umatilla"
"OR_SR_1707010402_02_101494","ESCHERICHIA COLI (E. COLI)",32071,"TMDL","Umatilla"
"OR_SR_1707010402_02_101494","PH",32071,"TMDL","Umatilla"
"OR_SR_1707010403_02_101495","ESCHERICHIA COLI (E. COLI)",32071,"TMDL","Umatilla"
"OR_SR_1707010403_02_101495","PH",32071,"TMDL","Umatilla"
"OR_SR_1707010405_02_101502","ESCHERICHIA COLI (E. COLI)",32071,"TMDL","Umatilla"
"OR_SR_1707010405_02_101502","PH",32071,"TMDL","Umatilla"
"OR_WS_170701030206_02_101890","TEMPERATURE",1362,"TMDL","Umatilla"
"OR_WS_170701030303_02_101893","AMMONIA",1362,"TMDL","Umatilla"
"OR_WS_170701030303_02_101893","PH",1362,"TMDL","Umatilla"
"OR_WS_170701040101_02_101951","ESCHERICHIA COLI (E. COLI)",32071,"TMDL","Umatilla"
"OR_WS_170701040101_02_101951","PH",32071,"TMDL","Umatilla"
"OR_WS_170701040103_02_101953","ESCHERICHIA COLI (E. COLI)",32071,"TMDL","Umatilla"
"OR_WS_170701040103_02_101953","PH",32071,"TMDL","Umatilla"
"OR_EB_1710030308_01_100287","CHLOROPHYLL-A",30358,"TMDL","Umpqua"
"OR_EB_1710030308_01_100287","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_EB_1710030308_01_100287","PH",30358,"TMDL","Umpqua"
"OR_EB_1710030308_01_107226","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_EB_1710030308_01_107226","PH",30358,"TMDL","Umpqua"
"OR_EB_1710030308_01_107227","CHLOROPHYLL-A",30358,"TMDL","Umpqua"
"OR_EB_1710030308_01_107227","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_EB_1710030308_01_107227","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030108_02_105339","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030108_02_105342","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030110_02_105352","TEMPERATURE",2022,"TMDL","Umpqua"
"OR_SR_1710030110_02_105353","TEMPERATURE",2022,"TMDL","Umpqua"
"OR_SR_1710030110_02_105359","TEMPERATURE",2022,"TMDL","Umpqua"
"OR_SR_1710030110_02_105360","TEMPERATURE",2022,"TMDL","Umpqua"
"OR_SR_1710030110_02_105362","TEMPERATURE",2022,"TMDL","Umpqua"
"OR_SR_1710030110_02_105364","TEMPERATURE",2022,"TMDL","Umpqua"
"OR_SR_1710030111_02_106415","CHLOROPHYLL-A",30358,"TMDL","Umpqua"
"OR_SR_1710030111_02_106415","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030111_02_106415","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030203_02_105389","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030203_02_105389","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030204_02_105390","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030204_02_105390","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030204_02_105391","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030204_02_105391","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030204_02_105392","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030204_02_105392","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030204_02_105393","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030204_02_105393","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105394","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105394","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105395","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105395","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105397","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105397","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105398","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105398","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105399","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105399","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105405","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_105405","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_106333","CHLOROPHYLL-A",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_106333","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030205_02_106333","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030207_02_105419","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030207_02_105419","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030207_02_106335","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030207_02_106335","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030208_02_104752","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030208_02_104752","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030209_02_104762","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030209_02_104762","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030209_02_106367","CHLOROPHYLL-A",30358,"TMDL","Umpqua"
"OR_SR_1710030209_02_106367","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030209_02_106367","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030210_02_105429","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030210_02_105429","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030210_02_105432","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030210_02_105432","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030210_02_106416","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030210_02_106416","PH",30358,"TMDL","Umpqua"
"OR_SR_1710030211_02_105084","DISSOLVED OXYGEN",30358,"TMDL","Umpqua"
"OR_SR_1710030211_02_105084","PH",30358,"TMDL","Umpqua"
