AU_ID,ben_use_code
OR_SR_1707010511_02_101513,2
OR_SR_1709000901_02_104069,2
OR_WS_171200020506_05_106572,5
OR_SR_1710020205_05_105847,5
OR_LK_1707010511_88_100136,88
OR_WS_170900040202_02_104306,2
OR_SR_1706010605_02_103376,2
OR_EB_1710020407_01_100293,1
OR_WS_170701020902_16_101874,16
OR_SR_1801020412_88_106991,88
OR_SR_1710031006_04_104637,4
OR_SR_1710020405_02_105977,2
OR_SR_1801020301_05_106979,5
OR_WS_171200020503_05_106569,5
OR_WS_170701050402_02_101991,2
OR_SR_1709000503_02_103909,2
OR_WS_170900080502_02_104440,2
OR_WS_180102020405_05_107058,5
OR_WS_170501150201_05_102967,5
OR_SR_1709000802_02_104034,2
OR_WS_180200010102_05_102679,5
OR_SR_1708000104_02_103608,2
OR_WS_170800010202_02_103638,2
OR_WS_171200050207_05_106662,5
OR_WS_170601050102_02_103484,2
OR_SR_1707020404_05_101662,5
OR_EB_1710020101_01_107210,1
OR_SR_1706010605_02_103377,2
OR_SR_1710030212_02_105094,2
OR_WS_170703010705_05_102300,5
OR_LK_1705011613_05_100568,5
OR_WS_171200020302_05_106555,5
OR_CL_1710020410_106249,1
OR_WS_170502020202_05_103121,5
OR_SR_1709001101_02_104145,2
OR_SR_1710020101_05_105827,5
OR_SR_1707010505_02_101509,2
OR_WS_170703010701_05_102297,5
OR_WS_170900020401_02_104238,2
OR_SR_1710030708_02_105514,2
OR_SR_1710020407_02_105991,2
OR_SR_1710020407_02_105988,2
OR_SR_1705011904_05_102785,5
OR_WS_170601020202_02_103392,2
OR_WS_171002040803_02_106178,2
OR_WS_170900090304_02_104471,NULL
OR_SR_1709000902_02_104073,2
OR_SR_1801020205_05_106976,5
OR_WS_171003100602_02_104676,2
OR_WS_171002030301_05_106108,5
OR_WS_170900020203_02_104229,2
OR_SR_1709000802_02_104603,2
OR_SR_1708000105_11_103609,11
OR_WS_170703020703_05_102367,5
OR_SR_1709001104_02_104161,2
OR_SR_1709000106_02_103721,2
OR_SR_1710031103_02_104827,2
OR_CL_1710020410_106248,3
OR_SR_1709000301_02_103791,2
OR_SR_1708000309_04_100665,4
OR_WS_170703020201_05_102339,5
OR_WS_170701050204_02_101983,2
OR_WS_171200060102_05_106740,5
OR_WS_171002070103_02_104999,1
OR_SR_1710030801_02_105544,2
OR_EB_1710030404_01_100286,1
OR_SR_1709000604_02_103968,2
OR_WS_171003020404_02_105694,2
OR_SR_1709000803_02_104037,2
OR_SR_1710030210_02_105429,2
OR_WS_170703070103_05_102546,5
OR_SR_1709000202_02_103770,2
OR_SR_1705020304_05_102817,5
OR_SR_1709000805_02_104049,2
OR_WS_170601040306_02_103442,2
OR_WS_170501100706_05_102965,5
OR_WS_170702030104_05_102154,5
OR_WS_170900080201_02_104426,2
OR_WS_170502030601_05_103181,5
OR_WS_170900110605_02_104547,2
OR_LK_1707030102_05_100062,5
OR_SR_1706010506_02_103362,2
OR_SR_1709000901_02_104068,2
OR_WS_180102010104_05_107013,5
OR_SR_1710020504_02_106034,2
OR_WS_170502030905_05_103203,5
OR_WS_170501190602_05_103095,5
OR_WS_180200010206_05_102688,5
OR_SR_1710030502_02_104974,2
OR_SR_1710030601_02_105026,2
OR_WS_170601040502_02_103450,2
OR_WS_171003020303_02_105687,2
OR_EB_1710020309_01_100314,5
OR_WS_170601040106_02_103427,2
OR_WS_170501031101_05_102838,5
OR_WS_170601020302_02_103398,2
OR_LK_1710030708_02_100250,2
OR_WS_170900030503_02_104277,2
OR_WS_170601041004_02_103477,2
OR_EB_1710020101_01_100315,1
OR_SR_1709000407_02_103884,2
OR_WS_171003020702_02_106348,2
OR_SR_1706010604_02_103372,2
OR_WS_171003080107_02_105765,2
OR_SR_1705020308_05_102826,5
OR_SR_1706010404_02_103319,2
OR_SR_1706010409_02_103335,2
OR_SR_1706010403_02_103318,2
OR_SR_1709001102_02_104148,2
OR_WS_171002010105_05_106216,5
OR_WS_170501170403_05_103057,5
OR_SR_1707010307_02_102616,2
OR_SR_1707020208_05_101605,5
OR_SR_1710030212_02_105324,2
OR_SR_1710030213_02_105434,2
OR_WS_171200010104_05_106513,5
OR_WS_170703010502_05_102292,5
OR_SR_1710030601_02_104616,2
OR_SR_1705011704_05_102767,5
OR_SR_1710030501_02_105240,2
OR_WS_170502030902_05_103200,5
OR_SR_1705010311_02_102702,88
OR_WS_171200040204_05_106612,5
OR_WS_171002050403_02_106159,2
OR_SR_1710030210_02_106416,2
OR_SR_1710030302_02_105115,2
OR_SR_1707020204_05_101579,5
OR_SR_1710030110_02_105362,2
OR_WS_170900030110_02_104252,2
OR_WS_170900040304_02_104317,2
OR_SR_1710020304_05_105899,5
OR_WS_170900110601_02_104543,2
OR_SR_1710030203_02_105381,2
OR_SR_1709000504_02_103918,2
OR_SR_1710031202_02_104654,2
OR_WS_171003080112_02_105770,2
OR_WS_170800010503_11_103648,11
OR_LK_1801020604_05_100490,5
OR_SR_1710030301_02_105107,2
OR_WS_170900040704_02_104335,2
OR_SR_1707030310_05_101749,5
OR_WS_170703010107_05_102272,5
OR_WS_171003020402_02_105692,2
OR_SR_1710020409_02_106001,2
OR_WS_170703040401_05_102430,5
OR_SR_1710030213_02_106417,2
OR_WS_170900090303_02_104470,2
OR_SR_1709000701_02_103999,2
OR_WS_171003060302_02_104673,2
OR_SR_1710020206_05_105850,5
OR_WS_170501161201_05_103024,5
OR_WS_170703050808_05_102490,5
OR_WS_170501160104_05_102972,5
OR_SR_1709000603_02_103960,2
OR_SR_1710030801_02_105550,2
OR_WS_171200050107_05_106943,5
OR_WS_171003020902_02_104910,2
OR_SR_1709000305_02_103832,2
OR_SR_1709001106_02_104166,2
OR_WS_170601060502_02_103542,2
OR_SR_1705011611_05_102758,5
OR_SR_1710020303_05_105888,5
OR_WS_170701050203_02_101982,2
OR_SR_1708000104_02_103607,2
OR_WS_171002040901_02_106144,2
OR_SR_1707010306_02_101484,2
OR_WS_171002060804_02_106406,1
OR_SR_1707030607_05_101814,5
OR_SR_1710031006_04_104637,2
OR_EB_1710030403_01_107198,1
OR_SR_1710020408_02_105995,2
OR_WS_171003080111_02_105769,2
OR_WS_180200010302_05_102694,5
OR_WS_171002040202_02_106129,2
OR_SR_1706010401_02_103309,2
OR_WS_170703040603_05_102437,5
OR_WS_171003021001_02_105703,2
OR_SR_1707020110_05_101552,5
OR_SR_1709000603_02_103965,2
OR_SR_1710030303_02_106435,2
OR_SR_1705010705_10_102711,10
OR_WS_170800010703_02_103703,2
OR_WS_170800060207_05_103708,5
OR_SR_1710031205_02_104662,2
OR_SR_1709000107_02_103725,2
OR_LK_1710030604_02_100235,2
OR_WS_170502020101_05_103112,5
OR_SR_1709001105_02_104163,2
OR_WS_170900120202_02_104555,2
OR_SR_1708000309_04_100663,4
OR_WS_171003010804_02_105657,2
OR_SR_1710030203_02_105380,2
OR_WS_170900070203_02_104411,2
OR_SR_1709000202_02_103771,2
OR_WS_170703020203_05_102341,5
OR_SR_1710020101_05_105830,5
OR_SR_1705010707_10_102718,10
OR_SR_1710030110_02_105359,2
OR_SR_1709000807_02_104061,2
OR_SR_1706010202_02_103291,2
OR_EB_1710030505_01_107209,1
OR_LK_1707010114_88_100140,88
OR_SR_1710031008_02_104643,2
OR_SR_1709000704_02_104597,2
OR_WS_170702040305_05_102200,5
OR_SR_1707030609_05_101818,5
OR_LK_1707030511_02_100117,2
OR_SR_1708000107_02_103612,2
OR_WS_170701040103_02_101953,2
OR_WS_170502031007_05_103210,5
OR_SR_1710020505_02_106047,2
OR_SR_1709001203_88_104184,88
OR_SR_1710030212_02_105090,2
OR_WS_170701050502_02_101997,2
OR_SR_1710020501_02_106013,2
OR_SR_1710020608_02_105077,2
OR_LK_1705020301_05_100588,5
OR_WS_170703010301_05_102282,5
OR_SR_1801020601_05_106993,5
OR_SR_1710030504_02_104984,2
OR_SR_1709001005_02_104140,2
OR_WS_170501170602_05_103064,5
OR_WS_170701050405_02_101994,2
OR_WS_171003080104_02_105762,2
OR_SR_1709000305_02_103824,2
OR_SR_1710031201_02_104650,2
OR_WS_171002010102_05_106084,5
OR_SR_1710030202_02_105377,2
OR_SR_1707020104_05_101527,5
OR_WS_170701050202_02_101981,2
OR_WS_180200010101_05_102678,5
OR_WS_170900010101_02_104185,2
OR_SR_1709000601_02_103936,2
OR_SR_1710030202_02_105378,2
OR_SR_1710030706_02_105496,2
OR_SR_1710030212_02_105092,2
OR_WS_180102041403_05_107134,5
OR_WS_171002020306_05_106093,5
OR_WS_170900110203_02_104525,2
OR_WS_170601060605_02_103569,2
OR_SR_1707030408_02_101785,2
OR_SR_1710020202_05_106220,5
OR_WS_170702030101_05_102151,5
OR_SR_1710030501_02_105239,2
OR_WS_171003060101_02_106316,2
OR_SR_1706010201_02_103284,2
OR_SR_1708000105_11_103611,11
OR_SR_1709000703_02_104009,2
OR_WS_170601060603_02_103551,2
OR_LK_1708000105_11_100637,11
OR_WS_170900020403_02_104240,2
OR_SR_1710031201_02_104651,2
OR_LK_1707010114_88_100142,88
OR_SR_1707010302_02_101475,2
OR_SR_1709000704_88_104019,88
OR_WS_171002010104_05_106207,5
OR_SR_1707020410_05_101700,5
OR_WS_171200050206_05_106661,5
OR_WS_171002040708_02_106140,2
OR_WS_170701020901_16_101873,16
OR_SR_1710030302_02_105119,2
OR_EB_1710020408_01_107217,2
OR_WS_170501160103_05_102971,5
OR_EB_1710020607_01_107223,1
OR_WS_171003020508_02_106369,99
OR_SR_1710030601_02_104995,2
OR_SR_1710020305_05_105906,5
OR_WS_170502030201_05_103157,5
OR_SR_1710030502_02_104611,2
OR_SR_1705010707_05_102717,5
OR_WS_170502020102_05_103113,5
OR_SR_1708000302_88_100670,88
OR_SR_1710030110_02_105360,2
OR_SR_1707030505_05_102589,5
OR_WS_170601040301_02_103437,2
OR_WS_170703060907_05_102592,5
OR_LK_1709000402_02_100741,2
OR_SR_1707030406_02_101771,2
OR_SR_1708000105_11_103610,11
OR_WS_170900040209_02_104313,2
OR_WS_170501180304_05_103079,5
OR_WS_171003070812_02_105758,2
OR_SR_1709000502_02_103902,2
OR_SR_1709001003_02_104120,2
OR_WS_170702020804_05_102135,5
OR_SR_1709000602_02_103953,2
OR_SR_1710030211_02_105088,2
OR_EB_1710030601_01_100283,1
OR_WS_170900070301_02_104413,2
OR_SR_1710030301_02_105441,2
OR_CL_1710030605_104704,3
OR_WS_171002030508_05_106193,5
OR_SR_1707010502_02_101504,2
OR_SR_1710030801_02_105536,2
OR_SR_1707020402_05_101644,5
OR_SR_1710030703_04_105475,4
OR_WS_170703040301_05_102424,5
OR_SR_1801020204_05_106972,5
OR_WS_171200060101_05_106739,5
OR_SR_1709000305_02_103829,2
OR_SR_1710020603_02_105325,2
OR_SR_1709001002_02_104109,2
OR_LK_1707010109_88_100144,88
OR_WS_171003080109_02_105767,2
OR_WS_170701050302_02_101985,2
OR_SR_1710030502_02_104970,2
OR_SR_1707030107_05_101714,5
OR_SR_1705020301_05_102812,5
OR_WS_170900060204_02_104370,2
OR_WS_171002060601_02_106169,2
OR_WS_170502030805_05_103195,5
OR_WS_170502010101_05_103097,5
OR_WS_171200080301_05_106802,5
OR_EB_1710031201_01_100278,1
OR_WS_170900030208_02_104260,2
OR_SR_1710020303_05_105890,5
OR_SR_1707020202_05_101570,5
OR_SR_1710020302_05_105874,5
OR_SR_1710030302_02_105123,2
OR_WS_170900040303_02_104316,2
OR_SR_1706010606_02_103380,2
OR_SR_1709001202_02_104174,2
OR_SR_1710020307_05_105937,5
OR_WS_171003010701_02_105650,2
OR_WS_170601050103_02_103485,2
OR_SR_1710031008_02_104644,2
OR_SR_1706010404_02_103553,2
OR_SR_1708000103_02_103606,2
OR_SR_1710020203_05_105834,5
OR_SR_1707020103_05_101525,5
OR_SR_1710020505_02_106050,2
OR_SR_1710030505_02_104992,2
OR_WS_170703010105_05_102270,5
OR_SR_1710030203_02_105382,2
OR_SR_1710030209_02_106367,2
OR_WS_170900120103_02_104552,2
OR_SR_1707030510_02_101806,2
OR_SR_1707030504_05_101797,5
OR_SR_1707030504_05_101794,5
OR_SR_1709000901_02_104067,2
OR_WS_171200030202_05_106594,5
OR_SR_1710020404_02_105965,2
OR_WS_171002030904_05_106189,5
OR_WS_171002050601_02_106162,2
OR_CL_1710030605_104716,3
OR_SR_1710031204_02_104660,2
OR_WS_170501170601_05_103063,5
OR_WS_170800030405_05_103656,5
OR_WS_170900110406_02_104539,2
OR_SR_1709001203_02_104181,2
OR_WS_171003010204_02_105809,2
OR_WS_170601040404_02_103447,2
OR_SR_1707030104_05_102628,5
OR_WS_170900060305_02_104379,2
OR_SR_1710020302_05_105881,5
OR_WS_170502010303_05_103223,5
OR_SR_1710030801_02_105532,2
OR_SR_1709000204_02_103787,2
OR_WS_170703050205_05_102456,5
OR_SR_1705020301_05_102814,5
OR_SR_1710030602_02_104626,2
OR_SR_1710031106_02_104840,2
OR_SR_1707030207_05_101721,5
OR_SR_1706010410_02_103337,2
OR_WS_170900110404_02_104537,2
OR_WS_171003050502_02_105007,2
OR_WS_171002030800_05_106191,5
OR_LK_1709001202_02_100858,2
OR_WS_171200020502_05_106568,5
OR_SR_1708000602_05_100324,5
OR_WS_170900110607_02_104549,2
OR_SR_1710020606_02_106412,2
OR_SR_1710020407_02_106452,2
OR_LK_1707010512_88_100134,88
OR_SR_1709000403_02_103862,2
OR_WS_171003020508_02_106369,2
OR_WS_170601040202_02_103432,2
OR_WS_170502030101_05_103151,5
OR_SR_1710030402_02_106403,2
OR_WS_170900040307_02_104320,2
OR_SR_1709000602_02_103942,2
OR_CL_1710020310_106235,3
OR_WS_171002060308_02_105266,2
OR_WS_170703070402_05_102564,5
OR_WS_180200010205_05_102687,5
OR_WS_170900040204_02_104308,2
OR_SR_1801020207_05_106978,5
OR_SR_1707010505_02_101508,2
OR_SR_1709000407_02_103888,2
OR_WS_170501100705_05_102964,5
OR_SR_1710020505_02_106049,2
OR_SR_1710030705_02_105485,2
OR_WS_170900030204_02_104256,2
OR_WS_180200010208_05_102690,5
OR_SR_1706010405_02_103323,2
OR_SR_1710030213_02_105104,2
OR_WS_171003060201_02_104670,2
OR_WS_171200040206_05_106614,5
OR_WS_170900010608_02_104210,2
OR_WS_180102030301_05_107096,5
OR_SR_1710020305_05_105908,5
OR_WS_171200020304_05_106557,5
OR_SR_1709000109_02_103734,2
OR_SR_1710030602_02_104622,2
OR_SR_1709001005_02_104141,2
OR_SR_1710030706_02_105494,2
OR_LK_1709001106_02_100850,2
OR_WS_170900030106_02_104248,2
OR_SR_1708000101_02_103598,2
OR_WS_171002070104_02_106387,2
OR_WS_170502030501_05_103176,5
OR_WS_171003070601_02_105741,2
OR_WS_171003120111_02_104697,2
OR_LK_1705020103_05_100578,88
OR_SR_1705020208_05_102811,5
OR_SR_1707030705_05_101842,5
OR_SR_1710031008_04_104646,4
OR_SR_1710030601_02_104614,2
OR_SR_1710030208_02_104752,2
OR_WS_170701050403_02_101992,2
OR_SR_1707030108_02_102627,2
OR_EB_1710020206_01_100299,1
OR_WS_170900040308_02_104321,2
OR_SR_1705011502_05_102745,5
OR_LK_1705020306_05_100597,5
OR_LK_1707030408_02_100106,5
OR_WS_170900040203_02_104307,2
OR_WS_170703030902_05_102407,5
OR_SR_1709001201_02_104170,2
OR_SR_1709000406_02_103871,2
OR_WS_171002060501_02_106168,2
OR_LK_1709000703_02_100792,2
OR_SR_1705011007_05_102744,5
OR_WS_170900100204_02_104495,2
OR_SR_1708000103_02_103605,2
OR_SR_1712000301_05_106475,5
OR_SR_1710020407_02_105984,2
OR_SR_1710030212_02_105099,2
OR_SR_1710020309_05_105948,5
OR_EB_1710031202_01_100301,1
OR_WS_170701020903_16_101875,16
OR_WS_171003020101_02_105675,2
OR_WS_170501031103_05_103234,5
OR_WS_170501031103_05_103234,88
OR_WS_170703020202_05_102340,5
OR_LK_1705011803_05_100573,5
OR_CL_1710020310_106243,3
OR_WS_170702010503_05_102040,5
OR_SR_1707030310_05_102574,5
OR_WS_170900080102_02_104424,2
OR_SR_1706010501_02_103344,2
OR_SR_1710030301_02_105106,2
OR_SR_1710020602_02_105057,2
OR_WS_171003070108_02_105718,2
OR_WS_170702020203_05_102094,5
OR_LK_1708000105_11_100635,11
OR_SR_1710031007_02_104640,2
OR_SR_1709000301_02_103796,2
OR_SR_1710020701_02_104923,2
OR_WS_180102040702_05_107118,5
OR_CL_1710020102_106227,3
OR_WS_171003021305_02_105321,2
OR_CL_1710031206_104717,3
OR_SR_1710020701_02_106372,2
OR_SR_1710031201_02_104649,2
OR_SR_1705020307_05_102823,5
OR_WS_170900110502_02_104541,2
OR_WS_170900100307_02_104504,2
OR_WS_171003040401_02_105044,2
OR_EB_1710020403_01_107231,2
OR_CL_1710020508_106260,2
OR_SR_1709000109_02_103741,2
OR_LK_1710030404_02_100221,2
OR_WS_170900080205_02_104430,2
OR_WS_170703060904_05_102524,5
OR_WS_171002050205_02_106154,2
OR_WS_171003030106_02_105275,2
OR_SR_1710020606_02_106223,2
OR_CL_1710020410_106252,3
OR_WS_170800010801_15_103707,15
OR_EB_1710020308_01_107225,1
OR_SR_1709000405_02_103868,2
OR_WS_171003020105_02_105679,2
OR_WS_170703060204_05_102506,5
OR_SR_1707030406_05_102593,5
OR_SR_1709000802_02_104604,2
OR_WS_171003020102_02_105676,2
OR_SR_1709000301_02_103790,2
OR_SR_1707020111_05_102568,5
OR_LK_1707030110_02_100151,2
OR_WS_171002050303_02_106176,2
OR_WS_170900030610_02_104298,2
OR_SR_1709000104_02_103719,2
OR_WS_171003050306_02_106393,2
OR_SR_1709000602_02_103954,2
OR_SR_1709000107_02_104583,2
OR_SR_1709000701_02_104591,2
OR_SR_1709000305_02_103833,2
OR_WS_170501160502_05_102989,5
OR_WS_170501160102_05_102970,5
OR_WS_170501161102_05_103020,5
OR_WS_171200070401_05_106779,5
OR_WS_171200070106_05_106767,5
OR_SR_1712000401_05_106481,5
OR_SR_1708000102_02_103601,2
OR_CL_1710020310_106237,3
OR_WS_170701050305_02_101988,2
OR_SR_1707020410_05_101701,5
OR_SR_1801020405_05_107166,5
OR_WS_170502030504_05_103179,5
OR_SR_1710020407_02_105983,2
OR_WS_171002070103_02_104999,2
OR_WS_170702020502_05_102108,5
OR_SR_1709000202_02_103765,2
OR_WS_171003060401_02_104699,2
OR_SR_1710030105_02_105820,2
OR_WS_171003070101_02_105711,2
OR_SR_1709000202_02_103780,2
OR_SR_1709000404_02_104569,2
OR_CL_1710020102_106225,3
OR_SR_1707020107_05_101539,5
OR_WS_171003060403_02_104675,2
OR_WS_170501031102_05_103235,5
OR_SR_1709000901_02_104064,2
OR_EB_1710020504_01_107196,1
OR_SR_1710030204_02_105391,2
OR_SR_1710020407_02_105990,2
OR_SR_1707010405_02_101502,2
OR_WS_171200060105_05_106743,5
OR_WS_171003060107_02_106317,2
OR_SR_1710020607_02_106405,2
OR_WS_170703070403_05_102565,5
OR_SR_1709000403_02_103865,2
OR_WS_170703061106_05_102537,5
OR_SR_1709001203_02_104180,2
OR_WS_170703010302_05_102283,5
OR_SR_1710030601_02_106303,2
OR_WS_170900011003_02_104223,2
OR_SR_1707010503_02_101506,2
OR_SR_1707030511_02_101810,2
