OrganizationID,MLocID,AU_ID
1119USBR_WQX,OWY101,OR_SR_1705011007_05_102744
1119USBR_WQX,POW101,OR_SR_1705020302_05_102815
CCUI_WQX,CAN_11,OR_SR_1710030205_02_106333
CCUI_WQX,CAN_12,OR_SR_1710030205_02_106333
CCUI_WQX,CAN_15,OR_SR_1710030205_02_106333
CCUI_WQX,CAN_3,OR_WS_171003020508_02_106369
CCUI_WQX,CAN_4,OR_WS_171003020508_02_106369
CCUI_WQX,CAN_7,OR_SR_1710030205_02_106333
CCUI_WQX,CAN_8,OR_WS_171003020508_02_106369
CCUI_WQX,COW_32,OR_SR_1710030205_02_106333
CITY_EUGENE(NOSTORETID),FAMBACR,OR_WS_170900030106_02_104248
CITY_EUGENE(NOSTORETID),FAMBACUS,OR_WS_170900030106_02_104248
CITY_EUGENE(NOSTORETID),FAMBM2,OR_WS_170900030106_02_104248
CITY_EUGENE(NOSTORETID),FAMBWC,OR_WS_170900030106_02_104248
CITY_OREGONCITY(NOSTORETID),OC 10,OR_SR_1709000704_02_104017
CITY_OREGONCITY(NOSTORETID),OC 11,OR_SR_1709000704_02_104017
CITY_SALEM(NOSTORETID),21838-ORDEQ,OR_WS_170900070303_02_104415
CITY_SALEM(NOSTORETID),28964-ORDEQ,OR_WS_170900070301_02_104413
CITY_SALEM(NOSTORETID),CGT1,OR_WS_170900070303_02_104415
CITY_SALEM(NOSTORETID),CGT5,OR_WS_170900070303_02_104415
CITY_SALEM(NOSTORETID),CLK1,OR_WS_170900070301_02_104413
CITY_SALEM(NOSTORETID),CLK12,OR_WS_170900070301_02_104413
CITY_SALEM(NOSTORETID),CRO1,OR_WS_170900070301_02_104413
CITY_SALEM(NOSTORETID),CRO10,OR_WS_170900070301_02_104413
CITY_SALEM(NOSTORETID),GIB1,OR_WS_170900070303_02_104415
CITY_SALEM(NOSTORETID),GIB15,OR_WS_170900070303_02_104415
CITY_SALEM(NOSTORETID),GLE1,OR_WS_170900070303_02_104415
CITY_SALEM(NOSTORETID),GLE12,OR_WS_170900070303_02_104415
CITY_SALEM(NOSTORETID),GLE3,OR_WS_170900070303_02_104415
CITY_SALEM(NOSTORETID),PRI3,OR_WS_170900070301_02_104413
CITY_SALEM(NOSTORETID),PRI5,OR_WS_170900070301_02_104413
CITY_WESTLINN(NOSTORETID),COWL_01_Trillium,OR_WS_170900120104_02_104553
CRBC_WQX,39075-ORDEQ,OR_WS_170900110607_02_104549
CRBC_WQX,39078-ORDEQ,OR_WS_170900110607_02_104549
CRK_WQX,35578-ORDEQ,OR_SR_1708000107_02_103616
CRK_WQX,39358-ORDEQ,OR_SR_1708000107_02_103616
CRK_WQX,39369-ORDEQ,OR_SR_1708000107_02_103616
KLAMATHTRIBES_WQX,SR0040,OR_SR_1801020205_05_106976
KLAMATHTRIBES_WQX,SR0060,OR_SR_1801020207_05_106978
KLAMATHTRIBES_WQX,SR0080,OR_SR_1801020207_05_106978
KLAMATHTRIBES_WQX,SR0090,OR_SR_1801020207_05_106978
KLAMATHTRIBES_WQX,SR0140,OR_SR_1801020205_05_106976
KLAMATHTRIBES_WQX,WR1000,OR_SR_1801020207_05_106978
LSWCD_WQX,10391-ORDEQ,OR_SR_1710020407_02_106452
LSWCD_WQX,10909-ORDEQ,OR_SR_1710020407_02_106452
LSWCD_WQX,29287-ORDEQ,OR_SR_1710020407_02_106452
LSWCD_WQX,34453-ORDEQ,OR_EB_1710020403_01_107231
LSWCD_WQX,34456-ORDEQ,OR_EB_1710020403_01_107231
LSWCD_WQX,34457-ORDEQ,OR_SR_1710020407_02_106452
LSWCD_WQX,34762-ORDEQ,OR_EB_1710020403_01_107231
LSWCD_WQX,34763-ORDEQ,OR_EB_1710020403_01_107231
LSWCD_WQX,36367-ORDEQ,OR_SR_1710020407_02_106452
LSWCD_WQX,37848-ORDEQ,OR_SR_1710020407_02_106452
LSWCD_WQX,38300-ORDEQ,OR_SR_1710020407_02_106452
LSWCD_WQX,38918-ORDEQ,OR_SR_1710020407_02_106452
LSWCD_WQX,38928-ORDEQ,OR_SR_1710020407_02_106452
LSWCD_WQX,38944-ORDEQ,OR_SR_1710020407_02_106452
MFWWC(NOSTORETID),26746-ORDEQ,OR_SR_1709000201_02_103752
MFWWC(NOSTORETID),37295-ORDEQ,OR_SR_1709000204_02_103786
MFWWC(NOSTORETID),37296-ORDEQ,OR_SR_1709000204_02_103786
MFWWC(NOSTORETID),37300-ORDEQ,OR_WS_170900020401_02_104238
MFWWC(NOSTORETID),37301-ORDEQ,OR_WS_170900020401_02_104238
MFWWC(NOSTORETID),37311-ORDEQ,OR_SR_1709000201_02_103752
OREGONDEQ,10360-ORDEQ,OR_SR_1709000704_02_104597
OREGONDEQ,10391-ORDEQ,OR_SR_1710020407_02_106452
OREGONDEQ,10469-ORDEQ,OR_WS_170900100502_02_104513
OREGONDEQ,10637-ORDEQ,OR_SR_1709000906_02_104093
OREGONDEQ,10638-ORDEQ,OR_SR_1709000906_02_104093
OREGONDEQ,10659-ORDEQ,OR_SR_1709000305_02_103829
OREGONDEQ,10674-ORDEQ,OR_SR_1708000107_02_103616
OREGONDEQ,10725-ORDEQ,OR_SR_1705020302_05_102815
OREGONDEQ,10729-ORDEQ,OR_SR_1705011007_05_102744
OREGONDEQ,10959-ORDEQ,OR_SR_1709000805_02_104049
OREGONDEQ,11233-ORDEQ,OR_SR_1709000704_02_104597
OREGONDEQ,11241-ORDEQ,OR_EB_1710020408_01_107217
OREGONDEQ,11321-ORDEQ,OR_SR_1709001201_02_104170
OREGONDEQ,11484-ORDEQ,OR_SR_1710030205_02_106333
OREGONDEQ,11626-ORDEQ,OR_SR_1709001201_02_104170
OREGONDEQ,12568-ORDEQ,OR_SR_1710030205_02_106333
OREGONDEQ,13070-ORDEQ,OR_SR_1709000704_02_104597
OREGONDEQ,13568-ORDEQ,OR_EB_1710030403_01_107198
OREGONDEQ,13569-ORDEQ,OR_EB_1710030403_01_107198
OREGONDEQ,13570-ORDEQ,OR_EB_1710030403_01_107198
OREGONDEQ,13574-ORDEQ,OR_EB_1710030403_01_107198
OREGONDEQ,15785-ORDEQ,OR_SR_1709000204_02_103786
OREGONDEQ,21535-ORDEQ,OR_SR_1801020207_05_106978
OREGONDEQ,24303-ORDEQ,OR_SR_1707030107_05_101714
OREGONDEQ,26601-ORDEQ,OR_SR_1705020302_05_102815
OREGONDEQ,29045-ORDEQ,OR_SR_1709000704_02_104597
OREGONDEQ,29287-ORDEQ,OR_SR_1710020407_02_106452
OREGONDEQ,29439-ORDEQ,OR_EB_1710030404_01_100286
OREGONDEQ,29440-ORDEQ,OR_EB_1710030404_01_100286
OREGONDEQ,32058-ORDEQ,OR_SR_1709000906_02_104093
OREGONDEQ,32066-ORDEQ,OR_WS_170900110607_02_104549
OREGONDEQ,32067-ORDEQ,OR_WS_170900110607_02_104549
OREGONDEQ,32074-ORDEQ,OR_WS_170900110607_02_104549
OREGONDEQ,34245-ORDEQ,OR_SR_1709000906_02_104093
OREGONDEQ,34456-ORDEQ,OR_EB_1710020403_01_107231
OREGONDEQ,34762-ORDEQ,OR_EB_1710020403_01_107231
OREGONDEQ,34763-ORDEQ,OR_EB_1710020403_01_107231
OREGONDEQ,34827-ORDEQ,OR_EB_1710030404_01_100286
OREGONDEQ,35060-ORDEQ,OR_SR_1709000805_02_104049
OREGONDEQ,35063-ORDEQ,OR_SR_1709000805_02_104049
OREGONDEQ,35064-ORDEQ,OR_SR_1709000805_02_104049
OREGONDEQ,35447-ORDEQ,OR_EB_1710030404_01_100286
OREGONDEQ,35486-ORDEQ,OR_EB_1710020408_01_107217
OREGONDEQ,36193-ORDEQ,OR_SR_1705020310_05_102830
OREGONDEQ,36299-ORDEQ,OR_SR_1710020407_02_106452
OREGONDEQ,36367-ORDEQ,OR_SR_1710020407_02_106452
OREGONDEQ,36383-ORDEQ,OR_SR_1705020106_05_102790
OREGONDEQ,36875-ORDEQ,OR_SR_1709000305_02_103829
OREGONDEQ,37192-ORDEQ,OR_WS_170601050104_02_103486
OREGONDEQ,37199-ORDEQ,OR_WS_170601050104_02_103486
OREGONDEQ,37623-ORDEQ,OR_WS_171002030901_05_106190
OREGONDEQ,37625-ORDEQ,OR_WS_171002030901_05_106190
OREGONDEQ,38171-ORDEQ,OR_EB_1710030404_01_100286
OREGONDEQ,38918-ORDEQ,OR_SR_1710020407_02_106452
OREGONDEQ,38919-ORDEQ,OR_SR_1710020407_02_106452
OREGONDEQ,38928-ORDEQ,OR_SR_1710020407_02_106452
OREGONDEQ,38932-ORDEQ,OR_WS_171002030901_05_106190
OREGONDEQ,38933-ORDEQ,OR_WS_171002030901_05_106190
PBWC_WQX,13062-ORDEQ,OR_SR_1705020302_05_102815
PBWC_WQX,37329-ORDEQ,OR_WS_170502030602_05_103182
PBWC_WQX,37330-ORDEQ,OR_WS_170502030602_05_103182
PBWC_WQX,37336-ORDEQ,OR_SR_1705020310_05_102830
PBWC_WQX,37337-ORDEQ,OR_SR_1705020106_05_102790
PBWC_WQX,37426-ORDEQ,OR_WS_170502030602_05_103182
PBWC_WQX,37427-ORDEQ,OR_WS_170502030602_05_103182
PBWC_WQX,37733-ORDEQ,OR_SR_1705020106_05_102790
PBWC_WQX,37734-ORDEQ,OR_SR_1705020106_05_102790
PBWC_WQX,37737-ORDEQ,OR_SR_1705020310_05_102830
PBWC_WQX,37738-ORDEQ,OR_SR_1705020310_05_102830
PBWC_WQX,37787-ORDEQ,OR_SR_1705020310_05_102830
PBWC_WQX,40320-ORDEQ,OR_WS_170502030602_05_103182
PBWC_WQX,40321-ORDEQ,OR_WS_170502030602_05_103182
PDX_BES(NOSTORETID),PDX_BES-0006,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-0012,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0014,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0058,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-0060,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-0078,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0089,OR_WS_170900100401_02_104506
PDX_BES(NOSTORETID),PDX_BES-0105,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0121,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0122,OR_WS_170900100401_02_104506
PDX_BES(NOSTORETID),PDX_BES-0124,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-0137,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0144,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-0153,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0169,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0170,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-0185,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0186,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0188,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-0208,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-0234,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-0250,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0272,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-0297,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0298,OR_WS_170900100401_02_104506
PDX_BES(NOSTORETID),PDX_BES-0313,OR_WS_170900120305_02_104561
PDX_BES(NOSTORETID),PDX_BES-0314,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-0316,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-0345,OR_WS_170900100401_02_104506
PDX_BES(NOSTORETID),PDX_BES-0352,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-0361,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0378,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0380,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-0393,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0409,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0426,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-0428,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-0444,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-0464,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-0498,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-0506,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0524,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0526,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0544,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-0553,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0554,OR_WS_170900100401_02_104506
PDX_BES(NOSTORETID),PDX_BES-0592,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-0617,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0633,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0636,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-0649,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0698,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0713,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0720,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0746,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-0754,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-0762,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0800,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0826,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-0828,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-0848,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-0892,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-0940,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-0976,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-1,OR_WS_170900120305_02_104561
PDX_BES(NOSTORETID),PDX_BES-1002,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-1010,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-1020,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-1082,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-1084,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-1102,OR_WS_170900100401_02_104506
PDX_BES(NOSTORETID),PDX_BES-1130,OR_WS_170900100401_02_104506
PDX_BES(NOSTORETID),PDX_BES-1148,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-1184,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-1194,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-1212,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-1292,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-1312,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-1376,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-1404,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-1514,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-1552,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-1593,OR_WS_170900120305_02_104561
PDX_BES(NOSTORETID),PDX_BES-1612,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-1616,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-1642,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-1720,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-1722,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-1744,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-1769,OR_WS_170900120305_02_104561
PDX_BES(NOSTORETID),PDX_BES-1778,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-1834,OR_WS_170900100401_02_104506
PDX_BES(NOSTORETID),PDX_BES-1872,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-1916,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-1936,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-2000,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-2154,OR_WS_170900100401_02_104506
PDX_BES(NOSTORETID),PDX_BES-2185,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-2208,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-2290,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-2318,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-2320,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-2384,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-2400,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-ADC730,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-ANL865,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-CM,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-CW,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-FC2,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-FC4,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-FC8,OR_WS_170900100502_02_104513
PDX_BES(NOSTORETID),PDX_BES-FW,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-JC-6,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-LC1,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-M2,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-RV1,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-RV2,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-ST04,OR_WS_170900120202_02_104555
PDX_BES(NOSTORETID),PDX_BES-TC4,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-TC5,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-TC6,OR_WS_170900120104_02_104553
PDX_BES(NOSTORETID),PDX_BES-TS1,OR_SR_1709001201_02_104170
PDX_BES(NOSTORETID),PDX_BES-WPP1,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-WPP1B,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-WPP2,OR_WS_170900120103_02_104552
PDX_BES(NOSTORETID),PDX_BES-WPP2B,OR_WS_170900120103_02_104552
POLK_SWCD(NOSTORETID),10658-ORDEQ,OR_SR_1709000305_02_103829
POLK_SWCD(NOSTORETID),11111-ORDEQ,OR_SR_1709000305_02_103829
PUR_WQX,12568-ORDEQ,OR_SR_1710030205_02_106333
PUR_WQX,12574-ORDEQ,OR_SR_1710030205_02_106333
PUR_WQX,31693-ORDEQ,OR_SR_1710030205_02_106333
PUR_WQX,36310-ORDEQ,OR_SR_1710030205_02_106333
PUR_WQX,37487-ORDEQ,OR_SR_1710030205_02_106333
SBWC_WQX,23576-ORDEQ,OR_SR_1709001203_02_104180
SBWC_WQX,33626-ORDEQ,OR_WS_170900120303_02_104559
SBWC_WQX,33628-ORDEQ,OR_WS_170900120303_02_104559
SBWC_WQX,33629-ORDEQ,OR_WS_170900120303_02_104559
SBWC_WQX,37599-ORDEQ,OR_SR_1709001203_02_104179
SBWC_WQX,37602-ORDEQ,OR_WS_170900120303_02_104559
SBWC_WQX,37603-ORDEQ,OR_SR_1709001203_02_104176
SBWC_WQX,37604-ORDEQ,OR_SR_1709001203_02_104179
SBWC_WQX,37605-ORDEQ,OR_WS_170900120303_02_104559
SBWC_WQX,37622-ORDEQ,OR_WS_170900120303_02_104559
SBWC_WQX,39095-ORDEQ,OR_SR_1709001203_02_104179
SBWC_WQX,39096-ORDEQ,OR_SR_1709001203_02_104180
SBWC_WQX,39098-ORDEQ,OR_SR_1709001203_02_104180
SBWC_WQX,39099-ORDEQ,OR_WS_170900120303_02_104559
SBWC_WQX,39104-ORDEQ,OR_SR_1709001203_02_104176
SBWC_WQX,39130-ORDEQ,OR_SR_1709001203_02_104176
TLBP_WQX,34827-ORDEQ,OR_EB_1710030404_01_100286
UDESCHUTES_WC(NOSTORETID),24302-ORDEQ,OR_SR_1707030107_05_101714
UDESCHUTES_WC(NOSTORETID),24303-ORDEQ,OR_SR_1707030107_05_101714
UDESCHUTES_WC(NOSTORETID),26672-ORDEQ,OR_SR_1707030107_05_101714
UDESCHUTES_WC(NOSTORETID),28996-ORDEQ,OR_SR_1707030107_05_101714
UDESCHUTES_WC(NOSTORETID),36039-ORDEQ,OR_SR_1707030107_05_101714
UDESCHUTES_WC(NOSTORETID),36040-ORDEQ,OR_SR_1707030107_05_101714
UDESCHUTES_WC(NOSTORETID),36043-ORDEQ,OR_SR_1707030107_05_101714
USGS-OR(INTERNAL),14210000,OR_SR_1709000704_02_104597
USGS-OR(INTERNAL),452718122474700,OR_WS_170900100502_02_104513
USGS-OR(INTERNAL),452727122474801,OR_WS_170900100502_02_104513
USGS-OR(INTERNAL),452738122474100,OR_WS_170900100502_02_104513
USGS-OR(INTERNAL),453250122494501,OR_WS_170900100401_02_104506
USGS-OR(INTERNAL),453302122491600,OR_WS_170900100401_02_104506
USGS-OR(INTERNAL),453312122485800,OR_WS_170900100401_02_104506
VM_SDCWC_AW,10525-ORDEQ,OR_EB_1710020408_01_107217
VM_SDCWC_AW,11241-ORDEQ,OR_EB_1710020408_01_107217
VM_SDCWC_AW,13464-ORDEQ,OR_EB_1710020408_01_107217
VM_SDCWC_AW,36996-ORDEQ,OR_EB_1710020408_01_107217
VM_SDCWC_AW,36999-ORDEQ,OR_EB_1710020408_01_107217
VM_SDCWC_AW,37002-ORDEQ,OR_EB_1710020408_01_107217
VM_SDCWC_AW,37003-ORDEQ,OR_EB_1710020408_01_107217
VM_SDCWC_AW,37004-ORDEQ,OR_EB_1710020408_01_107217
VM_SDCWC_AW,39132-ORDEQ,OR_EB_1710020408_01_107217
WRK_(NOSTORETID),10637-ORDEQ,OR_SR_1709000906_02_104093
WRK_(NOSTORETID),10658-ORDEQ,OR_SR_1709000305_02_103829
WRK_(NOSTORETID),10873-ORDEQ,OR_SR_1709000704_02_104017
WRK_(NOSTORETID),18741-ORDEQ,OR_WS_170900120104_02_104553
WRK_(NOSTORETID),34052-ORDEQ,OR_WS_170900120104_02_104553
WRK_(NOSTORETID),36159-ORDEQ,OR_SR_1709001201_02_104170
